,Tweet,Class
1694,Bu ayki turkcell faturamda yuvarlama farkı diye bir kalem var. Bedava dedikleri servislere de para alıyorlar.,negative
1695,Önce iletim raporu geliyo sonra bakıyorum iletilmedi beklemede. Turkcell sen benimle dalgamı geciyosun acebaa?,negative
1696,her ay ben size 1000 tl yakin para oduyorum hizmet istiyorum,negative
1697,Olmadık yere kontörümü yiyen turkcell i kınıyorum haberin olsun.,negative
1698,bide 4 çeker diyoya çekmiyo.vın almstm çekmedi geride almadilar.zorla iade ettm:-S,negative
1699,""" Bugün de mesaj atmadın.. kesin başka biri var",negative
1700,"Bu turkcell benden habersiz sms paketimi yeniliyor ya... Nasıl gıcık oluyorum, belli değil.",negative
1701,TURKCELL yağlı kurşunlara gelesin emiiiiii,negative
1702,unuttunuz galiba bizim yılbaşı geçeli 13-14 gün felan oldu. ?,negative
1703,"Bu sacma sapan sinir bozucu reklam furyasi nedir ya?! Sahanli Turkcell, Bonus Card kafa reklami, Aytac... Iticisiniz!",negative
1704,"#Sans yazin Turkcell'e gonderin, sonra faturanizda gorursunuz ne kadar sansli oldugunuzu.. Ben cok sansliymisim ama coooookk!",negative
1705,"işimi de görüyor Avea yeterince, işime yaramasa hadi 3 katı ödeyip Tcell'e geçeyim derim de gerek yok hiç:/",negative
1706,Bis servisi tarifesini bir alt kademeye indirince uvey evlat muamelesi goruyorsak isimiz var senle Turkcell!!!,negative
1707,Sabah afyonum patlamadan tlf çalıp actiginda Turkcell'in band kaydı olduğunu anladığım an içimden söylediklerim ... :/,negative
1708,Saat 00:44 hala besinci sayfadayim turkcell bak bu son disi yakarisim.,negative
1709,"Bir de FSM köprüsü üzerinden geçerken #3G bağlantısının #EDGE'e düşmesine hep uyuz olmuşumdur, hala da uyuz oluyorum! Teşekkürler",negative
1710,Dur bi mesaj atayımda sevdiği zannetsin.-Turkcel,negative
1711,Seni seviyorum dit dit diritdit senden nefret ediyorum -turkcell degistirir,negative
1712,bundan daha guzel bir haber olamaz! turkcell'in baz istasyonu sokuluyor! sukurler olsun! her kimin emegi varsa binlerce kez tesekkurler:)))),negative
1713,bunlara bi cevap yazmayın. görim ben sizi. gerçi siz cevap atmazsınız direkt dava ıvır zıvır takılırsınız bkz: incisözlük-digiturk,negative
1714,En beklenmedik anda bi msj gelir heyecanlanırsın açmak için sabırsızlanırsn bi bakmışsınkiki Turkcell den gelmiş #yıkıldığıman :(,negative
1715,Eger bana ulasamayan varsa bunun nedeni  dir; is bilmezlikleridir,negative
1716,bu yüzden #turkcell demek isterdim.. ama hepsi aynı bkun laciverti,negative
1717,bugün tam 23 kez arayan superonline  derdin ne anlayabilsem,negative
1718,Turkcell kılım sana.Ne yaparsan yap ekmek yok sana,negative
1719,Oc turkcell,negative
1720,"sosyal medyadan Serkan bey ile görüştüm, lütfen Türkçe' yi iyi telaffuz eden diksiyonu düzgün bir kişi arayabilir mi?",negative
1721,"yaaa sızın nsl bır alt yapınız var anlamadımmm,hattım kapalıııııııı heyooo size dıyorummm bır çözümmmmm",negative
1722,cep telefonum su an ulasilmaz durumda.kendi capinda kapandi.Nedeni belli diil.Turkcell acik diyor ama kendisi tcelli bile takmiyorr!!,negative
1723,artık yeter. Çekmiyor telefonum. Sertab erener'i corluya yollayın bakalım 4 çeker olacak mı????,negative
1724,"""Gökdelende çekmiyormuş"" lafı Turkcell için doğru çıktı. Gazetede  zirt pirt kesiliyor..",negative
1725,o değil de Turkcell'cim sana teşekkür ediyorum bu tvitimde.8binküsür dk varmış benim sadece trkcll ile konuşabileceğim.niye her yöne değil!,negative
1726,"Oda arkadaşım bana mesaj attı, geldi gayet. Onun operatör de  Ben hala yollayamıyorum amaaa. :O",negative
1727,sanirim turkcell beni kazikladi,negative
1728,ne zaman bu telefonlar makul fiyata elimize gececek?hem 24 ay taahut hemde dunyanin faturasi odeniyor.biz mi cok safiz acaba?,negative
1729,"%98.2 oraninda kapsama alani olan Turkcell, kapsama alani olmayan o %1.8 lik alana denk gelmekkk  nedir ya :/",negative
1730,hat türkcell mi çok dolandırmışlar beni vınn kullandım epey para ödedim pek faydalanamadım keşke bunu daha evvel akl edeydim;),negative
1731,"Beni kazık yemekten bitap hale dusuren turkcell amca,bana bu ay heryone 100 dk ve 300 sms verdi.sagolsun varolsun.",negative
1732,turkcell in allah belasini versin. 540 tl geldi. Ne bicim paketleri var yoksa ben mi cok konusuyorum yaa,negative
1733,"elektro wortt ,AZINA SIÇSIN TURKSEL T20  senin emii kakaldınız lan bana bu çöpü((",negative
1734,"00:00 da turkselden mesaj geldi *llah belani versin turksel -,-",negative
1735,36 saat geçti hala bekliyorum aranmayı illa 48 saat olması gereklimi çözüm merkezinin bana dönüş yapması için çok merak ettim !?!?,negative
1736,caddede bi turkcell bayii ama son kaalandi:(,negative
1737,Sarj aletimi is yerinde unuttum. Avea'min sms'i bitti. Yedek hat Turkcell'e attirdigim 20 tl de gelmedi. Ortada kalakaldim.,negative
1738,lanet olasın turkcell dedim,negative
1739,Sen beni delirtirsin turkcell,negative
1740,öğlen attığım mesajlar şimdi iletiliyor.oha turkcell,negative
1741,Ne yaparsam yapayım Turkcell'in bana yine de geçirmesine   #takilipkaliyorum,negative
1742,TURKCELL den artık şu kadar paraya şu saate kadar şu kadar konuş sms leri GELSİN İSTEMİYORUM !,negative
1743,Bugün hiç mesaj atmadın ? Hayırdır küs müyüz ? Yoka rahatsız mısın ?,negative
1744,bu arada süperonline internet 50 gb downloaddan sonra hızınıı 10 mbt ten 1 mbt e düşürüyomuş.haberiniz ola.sınırsız diye gaza gelmeyin.,negative
1745,Madem hayat paylasınca guzel paylasım faturamı sen ozaman amık,negative
1746,sozde bende superonline 25 mhz kullaniyorum ama yalannn hepsi yalannn,negative
1747,benim bu gsm ile alakasızlığım ne olucak turkcell msj yollamış 75 gündür tl yüklemiyormuşum şikayetci :) elimde olsa çöpe atıcam telefonuda,negative
1748,48 saat daha bekle offff,negative
1749,artık superonline'i iptal etmek zorunda kalıcam bıktım ama internetim geri düzeldi.bir tane  youtube videosunu bile yükleyemiyr,negative
1750,Ayda 17 TL verdigim paketten google'a dahi giremiyorum. Tum yetkililerinize selam olsun,negative
1751,"Birisinden mesaj bekledigin zaman hep gereksiz mesajlar gelir, hic mesaj atmayan arkadaslarn mesaj atar. Turkcell seni yalniz birakmaz.",negative
1752,Turkcellin paket ve reklamlarıni duymak zorunda miyim?bir soru sormak için anlamıyorum. biraz saygı cırtcell... Ne müşteri hizmeti,negative
1753,#turkcellesavasimvar  size savaş acmış hala reklam yapıyorsunuz,negative
1754,faturali hattima hic bir indirim hediye alamazken 20 tl yukleyen hazirkartliya milyonlarca dakika hediye,negative
1755,O degil de turkcell reklamlarinda milleti kandiriyor. iCloud sanki sadece iphone 4s te varmis gibi gostermisler.,negative
1756,"maçtaki golleri elli kere yollamasa hoş olacak. gol oluyor aynı mesajdan 2-3 kere geliyor, sabır sınıyor resmen.",negative
1757,kabiliyet yoksunusun,negative
1758,telefonumu gizli numaradan arayıp hattınıza geçmemi teklif etmenizden tiksindim. geçeceğim varsa da geçmem.,negative
1759,dediler.İsteğimi şirketime bildiridim onlarda superonline müracatta bulunmuşlar. Süperonline'in cevabı çok saygısızca.,negative
1760,Lanet olsun Turkcell faturami kontrol etmek fln istemiyorum.  Birak artik pesimi.,negative
1761,La ibne  bu internete girenler acep turkiyeden değil mi ? Fiber kablolar götüne girsin,negative
1762,küçük pakete üye olup gold paket parası ödemek acaba nedir nedir iyice öztürkcelleşmişsiniz maaşallah,negative
1763,250 mb 7 lirayken +50 mb icin 3 lira oduyoruz. Somur turkcell. Gozun doysun turkcell.,negative
1764,kurtuldum artık senden turkcell. en büyük vodafone,negative
1765,Bu Turkcell'de iyice uçtu amk Yok 20 yükle 120 al 40 yükle 400 al Hesaplamalarıma Göre 30Bin TL Yüklesem şirketi üstüme yapacaklar,negative
1766,Sevgilimizsin sanki ya,negative
1767,Her şirketin amaçlar hiyerarşisi vardır ya vizyon misyon vs... turkcell'in misyonu da müşterilerinin ırzına geçmek !,negative
1768,"mesaj yollamiyor su an, sorun mu var acaba?",negative
1769,OÇ turkcell,negative
1770,"Iphone 4s almak icin  'i beklemekle hata mi yaptim, hediye verdiginiz 1800dk. ı kullandim diye alamiyorum, bu ne sacmalik?",negative
1771,Kubat turkcell reklamının sonunu halkalı şekere bağlıyacak diye öylesine korkuyorum ki.,negative
1772,Dur şunlara bi mesaj atıyım da sevgilisinden geldi sansın heycanlansın.  turkcell,negative
1773,"Korkuyorum yakında bütün reklamlarda halk müziği çalacak ,biri halkın sadece  bu olmadığını söylese? #akp #turkcell",negative
1774,Sanırım Turkcel bana asık bu satte bana 3 tane msj attı :D,negative
1775,etiler turkcell subesi tarafindan tarafima hediye edilmistir... Bundan istiyosan turkcelle gidip azicik sevimli olmaya calis.,negative
1776,EDGE ne 3G ne tukureyim Turkcell.Zorla adami Ozturkcelli yapacaksin,negative
1777,"Telefonumun bozulması sonrasında Turkcell'den gelen ""3."" yedek telefonda bozuk çıktı şu an.",negative
1778,şerefsiz onursuz tamamen kapitalist ve hileci bir firma sizi ödemeli ariyorlar ya ilave çalıyorlar 29 krs,negative
1779,neden bağlanamıyorum müş.temsilcisine ..şikayet edicem ulan sizi btk ya yeter ulan sömürdüğünüz.7 sefer aradım her seferinde,negative
1780,Ruyamda Turkcell'den telefon edeceğinde önce telefondan çıkan reklamı dinlemek zorundaydın. İşim de acildi ve ruya dediğim şey kabustu.,negative
1781,bebegim turkcell iptal :( bu arada kız bugun trafige cıkmıs bulunmakta. her an arabayı kacırıp sana gelebilirim :D,negative
1782,turksel sadece bizi aldatsa gene iyi. kaç milyon abonen aman sevgilin var canim?,negative
1783,"CHP kafası var sende  , pazar hep senin olacak sanıyorsun ama  reklamındaki gibi 820 bin kişi gitmiş. Daha da gider.",negative
1784,abim iphone aldıktan sonra turkcell göçtüü :)) hala belini doğrultamadıı :)),negative
1785,""" En ucuz iPhone 4S fiyatını hangi operatör sunuyor?  ohasın",negative
1786,Lan turkcell hic 20 liran var mi diye sormuyosun ama 20 tlni 100 tl yapalim mi demeyi biliyosun !,negative
1787,"gerçekten cok tsk ederim 2 gündür hattımı kullanamadıgım için,sistemlerinizin.neyse kötü oldugunu söyliyim yeter",negative
1788,"Ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir",negative
1789,"iyiki bi TL yükledik turkcell, sabahtan beri atmadığın kampanya kalmadı.",negative
1790,naptın superonline ya ben seni herkese övüyodum oysaki nedir bugunkü halin kendine gel,negative
1791,{ 12 yıllık Turkcell faturalı hat kullanıcı olmama rağmen neden bir türlü Celocan :) ''dan vazgeçemiom anlamış deiilim !.}  { N &amp; Y ©  ® },negative
1792,"müşterisine sahip çıkmayan,yolunacak kaz gibi gören  sana ne desem az !",negative
1793,numara tasima reklamiyla feci gol atmis avea. turkcel vodafon bir araya gelse cikaramaz,negative
1794,#turkcell #vodafone #avea Turkcell Gold Plus Paketine Alternatif arıyorum arkadaşlar. Lütfen yardımcı olun :) #Turkcell 'den bıktım.,negative
1795,bir kez daha turkcell superonline firmasına lanet okuyorum rezil internet için  #superonline,negative
1796,#turkcell her yerde 4 çeker diye hava atma hala Kinaliada açıklarında çekmiyor telefon,negative
1797,turkcell elinden gelse hattı çıkartıp tekrar taksak para alıcak :-)),negative
1798,bu gün trkcll time gittim. win. mobile kullandığım için wap ayarları manuel olarak kendim yapamadım. koskoca trkcll timde yapamadı,negative
1799,Bizim burda Turkcell'de Turkcell çekmiyor daha ne olsun :D,negative
1800,Kontür yüklemesem Turkcell'in mesaj atacağı yok hep benden bekliyor ilk adımı,negative
1801,"#vodafone #turkcell - SMS paketi alıp her ay, atmadığım sms'lerin parasını ödemek istemiyorum. internet üzerinden 3...",negative
1802,1GB internet paketi aldım 1 ay olmadan bitti nasıl oluyor çok merak ediyorum Ey Turkcell cevap ver!??,negative
1803,iki gündür vodafone internet testleri yapıyorum. Turkcell'in 3G sinyalinin olmadığı birçok yerdeki kalitesiyle beni adeta şok etti.,negative
1804,"cok ayip, Fenercell dururken Turkcell de neyin nesi :)",negative
1805,bugün eski hattımı geri almak istediğimi söyleyince hattımın satışa sunulduğunu söylediler TURKCELL Parasız kaldı hattımı satıyor :)),negative
1806,"Cep telefonuma bankalar,mağazalar ve Turkcell dışında mesaj göndereni görmeyeceğim sanırım :D",negative
1807,Biliyorum o mesaj attı ve sen sırf kıllık olsun diye bana iletmedin piç Turkcell.,negative
1808,bugün turkcell mesaj atmadı kesin aldatıyo amk,negative
1809,Ne derlerse desinler Turkcell hala en yogun gsm operatoru... Ne zaman gelsem dolu,negative
1810,Daha demın benı turkcell aradı askım dıyorum ınanmıyorsunuz mesajlarla yetınemedı bıtanem. Mesajla heycanlandırmayı gec arıyor pıc,negative
1811,iphone 4s satısa cıktı ve inanılmaz ama gercek en ucuza satan Turkcell!acaba bize nası yol su elektrik olarak doncek bu durum,negative
1812,O degil de internet paketim bitti ayıp sana tcell,negative
1813,2007 den beri Türkcell'liyim ortalama her ay 120 liralık kontör harcamam vardı. Son faturam 167 TL fakat bir cellocan takkem bile yok :(,negative
1814,Kimsenin mesaj atmadığı zaman Turkcell abi sanki inadına yaparmışcasına mesajları ardı ardına dayıyor bize.,negative
1815,Türkcell'den olay gibi bir kampanya.  Hattınızı bize geçiriyorsunuz bizde sizeeeee :D:D:D:D:D:D:D:D:D:D:D:D:D:D,negative
1816,seni hiç sevmiyoruumm,negative
1817,evet o.c tcell 10 aydir bole!,negative
1818,İki gündür aynı saatte telefonumun bağlantısı komple gidiyor vs...Sıkıntı oluyor.Canımı sıkma turkcell!Şuanda 3G yok meselâ!,negative
1819,in şirketimize atadığı müşteri temsilcisi yüzünden  u ofise davet ettik. Görüşüp komple  a geçmeyi düşünüyoruz.,negative
1820,TURKCEL SEN VE TÜM PERSONELİNİN A.K,negative
1821,"Numarasını Turkcell'e taşıyana 250 dk her yöne... Ama zaten yıllardır Turkcelli olanlar sürünsün... Onlar para basıyo dimi, tabi.",negative
1822,"nerdeyse 4 ay oldu , bu hizmet seklinizd benziyceksd fiber internetiniz uzak durulmali",negative
1823,"+ben sana çok bağlandım. - turkcell?, vodafone? + yok avea daha iyi çekiyordu :D",negative
1824,"Turkcell hayatı paylaşmaktan yorgun düşmüştür, siz başınızın çaresine bakın:)",negative
1825,Turkcell hat alcam sana sadece benle mesajlaşcan ama,negative
1826,zaten 4 çeker diyip metroda çekmeyen tek slogana sahip :D,negative
1827,"bu türksel millete hediye tl veriyo, benden hediye tl çalıyo bu nebe..  Tl lerim konusmadan bitiyo..",negative
1828,KKTC Girne'de Turkcell şebekesi iptal...!!!netten ulaşın iyi geceler,negative
1829,Lan turkcell basımı agrıttın gece gece allah belanı versın senın.,negative
1830,ozaman faturalarıda paylaşalım turkcell'le nede olsa hayat paylaşınca güzel:),negative
1831,"turkcell musteri hizmetleriyle cok kibar konusuyosun,,,ben senin kadar sabirli olamiyorum mojitoooo!",negative
1832,Cocuk oyuncağı gibi paketlerimi Bi iptal eden Bi yenileyen kuruluş...,negative
1833,de olmasa telefonum mesaj özelliğini unutacak artık :D,negative
1834,ankarada şebeke felç farkında mıyız?,negative
1835,normal mesaj gelince . sms mi kaldı diye şaşırıyorum mesğersem bizimki turkcell miş,negative
1836,En yuksek ortalamali 3g hizi bile onlardayken turkcell cekmeyen yerde vodafone cekerken hala turkcell kullanmak hangi kafa anlamiyorum:),negative
1837,Konserden sonra Turkcell'in sayfasında direk Bitti Rüya çalması Turkcell'in ve hayatın bize anca rüyanızda görürsünüz deme tarzıdır.,negative
1838,ilk fırsatta hattımı iptalı iptal ettireceğim. tebrikler.,negative
1839,"numaramı Avea'ya taşıdım ama Turkcell o günden beri mesaj gönderip duruyor. bosuna ugrasma canım, sana dönmem bir daha :))",negative
1840,ya varya Allah'tan durexte falan çalışmıyosun.,negative
1841,Oha internet paketim bitti  ve yeni yapmistimm ne oluyor sana Turkcell,negative
1842,iletisim uzerine en duygusal reklami yapiyorsun ama iletisimi saglayamiyorsun #turkcell illet ettin kac gundur,negative
1843,"#Turkcell bugun hic msj atmadi ""kesin ba$ka biri var"" :/",negative
1844,işin gücün dalavere yeminlee,negative
1845,superonline hayrına aramaz pek:) bence aç yüzüne kapat:)),negative
1846,saymiyorum hic ama 20 tane vardir herhalde :D bu aralar turkcell bile unuttu beni !,negative
1847,Bı ıpad işini halledemeyen turkcell platinum uyesı  cinnet geçirerek saçlarını yoldu!,negative
1848,"#Turkcell'den yeni bir hizmet daha! Unutkanlık. Numaranızı verin, biz yine soralım. Hayat salladıkça güzel.",negative
1849,"bugün turkcell'den mesaj gelmeyince musteri hizmetlerini arayıp ""hmm neyse sen mesgulsun galiba bye"" deyip kapattım.",negative
1850,3G de herzaman heryerde hep problem var sevgili,negative
1851,#turkcell koca #baskentuniversitesi kampusunde hala edge takilioruz... Yakismadi bu sana,negative
1852,"Önce  şimdi  Turkcell için Özcan Deniz'den geliyor: ""Sen beni öldürcen mi, çıldırtcan mı canım?""",negative
1853,Turkcell fiyattan ote cok uzun zamanda yapiyor herhangi bir yere verin 50 lira tutmaz ama biri bozulunca butun tuslar degisebiliyo,negative
1854,turkcell seni sesinden tanir :D aklima geldi de kendi kendime guldumm :D,negative
